立委姓名,資料準備充分,質詢內容考證嚴謹,提出專業見解,熟悉質詢對象業務與權責,關注公眾利益,關注公平正義或弱勢權益,沒有為行政部門護航,不為強權財團發聲,質詢內容緊扣主題,就主題具體指出問題癥結點,就主題提出具體建議,有要求行政機關後續的改善保證,質詢時間掌握得宜,質詢內容無歧視或人身攻擊言行,質詢內容條理清楚、不矛盾,讓官員有適當的答詢空間
余宛如,4,4,4,3,4,4,4,4,4,3,4,5,4,3,4,3
余宛如,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
余宛如,3,4,3,3,3,3,3,4,4,4,3,3,5,4,4,4
余宛如,5,5,5,3,3,5,4,5,5,3,3,4,4,4,5,5
余宛如,3,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5
余宛如,4,3,4,2,4,3,3,2,3,3,2,2,3,3,2,3
余宛如,2,5,3,5,4,3,5,5,5,5,3,4,5,4,4,5
余宛如,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
余宛如,5,2,3,2,1,2,2,2,3,4,1,1,1,2,2,2
余宛如,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4
余宛如,2,3,3,4,4,4,4,3,4,3,2,4,3,2,3,3
余宛如,3,3,3,3,4,4,3,5,5,5,5,4,4,4,4,5
余宛如,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3
余宛如,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4
余宛如,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,5
余宛如,4,4,4,3,4,4,3,3,4,4,3,4,4,4,3,4
吳玉琴,4,4,4,4,3,3,4,2,4,4,3,4,4,4,3,4
吳玉琴,4,5,5,4,3,2,3,4,5,4,5,4,3,3,3,3
吳玉琴,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3
吳玉琴,4,4,4,4,4,3,5,3,3,3,4,4,4,2,4,3
吳玉琴,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
吳玉琴,4,3,4,4,3,2,2,2,5,4,4,5,4,3,3,3
吳玉琴,5,4,5,3,4,4,4,4,4,4,5,5,4,4,4,4
吳玉琴,5,4,5,4,5,4,3,5,4,3,4,5,1,5,5,4
吳玉琴,4,3,5,4,4,1,2,4,3,3,4,5,2,2,2,1
吳玉琴,4,4,5,5,5,5,4,3,4,4,5,5,4,3,4,5
吳玉琴,4,5,4,5,4,4,4,4,5,4,5,5,4,3,4,4
吳玉琴,5,4,5,4,4,4,4,3,4,5,5,4,4,3,4,4
吳玉琴,4,2,4,4,4,3,3,3,4,4,4,4,3,2,2,2
吳玉琴,5,5,5,5,5,3,4,5,5,5,5,5,3,4,4,5
吳玉琴,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,3
吳玉琴,3,4,3,4,4,3,3,4,3,4,3,4,3,3,4,2
吳玉琴,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4
吳玉琴,2,3,4,4,3,5,3,4,4,2,4,3,2,3,4,3
吳玉琴,4,4,5,3,4,5,4,4,4,4,4,4,4,4,4,5
吳玉琴,5,4,5,2,3,4,4,4,4,4,4,3,4,4,4,4
吳玉琴,3,3,4,2,3,3,2,3,5,4,3,3,4,3,3,3
吳玉琴,4,4,3,3,4,3,4,4,4,3,4,4,4,3,3,4
吳玉琴,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
吳玉琴,5,3,5,5,5,5,3,3,5,5,5,5,3,4,3,3
吳玉琴,3,2,4,2,2,2,2,3,5,4,3,3,2,2,3,3
吳玉琴,3,1,4,2,1,1,2,2,4,4,4,3,2,2,1,1
吳玉琴,4,4,5,5,4,2,3,3,4,3,4,4,3,3,3,3
吳玉琴,4,4,5,5,4,2,3,3,4,3,4,4,3,3,3,3
吳玉琴,4,4,4,4,3,4,5,4,5,5,5,5,3,3,3,4
吳玉琴,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
吳玉琴,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4
吳玉琴,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
吳玉琴,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
吳玉琴,5,5,5,5,3,3,4,3,3,4,5,4,4,4,3,4
吳玉琴,5,5,5,5,5,4,4,4,5,4,5,4,4,5,4,5
吳玉琴,3,3,4,2,2,2,3,3,3,3,4,3,3,3,3,3
吳玉琴,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4
吳玉琴,5,5,5,4,3,4,5,5,5,5,4,4,5,5,5,5
吳玉琴,4,5,5,3,3,4,5,5,5,5,5,5,4,4,5,5
吳玉琴,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5
吳志揚,4,4,4,4,4,2,3,3,4,5,4,5,5,3,3,3
吳志揚,3,3,3,3,3,2,2,2,3,1,3,2,3,2,3,3
吳志揚,3,3,5,4,2,2,2,2,4,4,2,2,5,3,3,2
吳志揚,3,4,5,4,2,2,2,3,4,4,2,2,5,2,3,2
吳志揚,5,5,5,2,3,3,3,2,3,4,3,4,5,2,4,3
吳志揚,4,2,5,3,3,2,2,2,3,3,2,1,4,2,3,2
吳志揚,5,5,5,5,4,3,4,5,4,4,5,5,5,4,5,4
吳志揚,5,5,5,4,2,2,2,4,3,3,3,4,5,2,4,4
吳志揚,4,4,5,5,3,3,3,3,3,3,3,3,4,3,3,4
吳志揚,2,3,4,2,3,3,4,4,3,3,3,3,4,3,4,3
吳志揚,4,4,4,4,4,2,3,3,3,2,3,3,4,4,3,3
吳志揚,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
吳志揚,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
吳志揚,5,1,4,1,1,3,1,1,1,1,2,1,3,1,1,1
吳志揚,5,5,5,3,4,4,4,3,5,4,3,3,4,4,4,3
吳志揚,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4
吳志揚,3,3,4,4,3,4,4,4,4,3,4,5,4,4,3,4
吳志揚,4,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4
吳志揚,5,5,3,4,3,4,4,4,3,4,4,4,3,3,4,4
吳志揚,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳志揚,4,4,2,4,4,4,4,3,3,4,3,4,4,4,4,4
吳志揚,1,4,5,3,5,4,3,4,5,5,2,3,5,5,4,4
吳志揚,3,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5
吳志揚,2,3,3,2,3,3,3,4,4,4,4,4,4,3,4,4
吳志揚,3,4,4,4,5,4,4,4,3,3,4,4,3,3,4,4
吳志揚,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,3
吳志揚,3,4,4,3,4,5,4,4,4,4,4,3,4,4,4,4
吳志揚,3,4,4,3,5,5,5,3,4,5,5,4,4,3,4,4
吳志揚,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4
吳秉叡,3,4,4,4,4,3,4,4,5,4,4,4,3,3,4,4
吳秉叡,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3,4
吳秉叡,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4
吳秉叡,4,4,3,3,4,4,3,3,3,4,4,4,3,2,2,3
吳秉叡,2,4,3,3,4,4,4,3,5,5,5,4,4,5,3,4
吳秉叡,4,3,4,3,4,4,3,4,3,3,3,3,4,4,4,4
吳秉叡,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5
吳秉叡,4,4,5,4,4,4,4,4,5,5,4,5,5,4,4,4
吳秉叡,1,3,3,3,3,2,2,2,3,3,1,3,2,2,3,3
吳秉叡,1,2,2,3,4,2,3,2,3,3,3,3,2,2,3,3
吳秉叡,3,4,3,4,5,4,4,4,4,3,4,5,5,4,3,4
吳秉叡,5,5,4,5,4,3,5,5,4,5,4,5,5,5,5,5
吳秉叡,4,4,4,4,2,2,4,4,5,2,3,3,4,4,4,4
吳秉叡,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳秉叡,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
吳秉叡,2,3,1,2,1,1,1,4,3,3,1,2,3,2,3,3
吳秉叡,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,5
吳秉叡,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳秉叡,3,4,4,4,3,3,4,4,3,3,3,3,4,4,3,4
吳秉叡,5,4,5,4,3,4,4,3,3,3,4,4,5,4,4,4
吳秉叡,3,4,4,3,4,4,4,5,5,5,5,5,4,4,4,4
吳秉叡,4,4,5,4,3,4,4,5,3,5,2,3,5,4,4,5
吳秉叡,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
吳秉叡,2,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4
吳秉叡,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4
吳秉叡,3,3,4,3,4,4,4,4,3,3,3,3,3,4,4,3
吳秉叡,3,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4
吳秉叡,3,5,3,4,5,5,5,5,4,4,3,3,5,5,5,4
吳秉叡,1,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4
吳秉叡,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5
吳秉叡,4,3,3,3,3,4,3,4,4,3,3,4,4,3,4,3
吳秉叡,4,3,5,3,3,1,2,2,4,5,5,4,2,2,2,3
吳秉叡,3,2,4,4,4,1,2,2,4,5,4,4,3,2,2,2
吳秉叡,5,5,5,5,4,3,4,4,4,4,4,3,5,4,4,4
吳秉叡,2,4,5,5,5,3,4,5,5,5,5,5,5,4,4,4
吳秉叡,3,5,5,3,5,5,5,5,5,5,5,5,5,3,4,4
吳秉叡,4,3,3,3,4,4,3,3,4,4,3,4,4,3,4,4
吳秉叡,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
吳秉叡,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
吳秉叡,2,2,2,4,2,2,2,4,5,5,3,3,4,3,4,4
吳秉叡,5,3,4,4,4,4,5,4,4,4,5,5,4,3,4,4
吳秉叡,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,5
吳秉叡,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,3
吳秉叡,5,5,5,3,4,4,3,3,3,3,3,2,4,4,3,4
吳秉叡,4,3,2,4,4,2,4,4,4,4,2,2,3,4,4,3
吳秉叡,5,5,5,3,4,3,5,5,5,5,5,5,5,4,5,5
吳秉叡,5,5,5,3,4,3,5,5,5,5,5,5,5,4,5,5
吳秉叡,3,5,5,4,5,3,5,5,5,4,4,5,5,4,4,5
吳秉叡,4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4
吳秉叡,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3
吳秉叡,3,3,2,3,4,4,4,3,3,3,3,3,3,2,3,3
吳秉叡,5,4,4,4,5,4,4,5,5,4,5,4,4,4,5,4
吳秉叡,4,4,4,5,4,4,4,4,4,2,2,4,4,4,5,5
吳秉叡,4,4,3,3,5,3,3,5,3,4,4,4,4,3,3,5
吳秉叡,4,4,4,3,3,3,4,4,4,3,3,4,4,3,3,3
吳秉叡,4,4,4,4,4,5,5,4,3,4,4,4,4,5,4,4
吳秉叡,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3
吳秉叡,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4
吳秉叡,5,4,5,5,3,2,4,4,5,5,3,3,2,3,3,4
吳秉叡,4,5,4,4,5,4,4,5,4,4,4,4,4,3,4,4
吳秉叡,4,4,4,3,4,4,5,5,4,4,5,4,4,5,5,4
吳秉叡,2,3,2,2,3,3,3,4,3,3,3,4,3,3,3,3
吳秉叡,2,2,4,2,2,2,2,2,3,3,3,2,2,2,2,3
吳秉叡,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4
吳秉叡,4,5,5,4,5,5,5,4,4,5,5,4,4,4,4,5
吳秉叡,5,5,4,3,4,5,5,5,3,3,4,4,3,5,4,4
吳秉叡,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5
吳思瑤,3,3,3,4,3,3,2,2,3,3,3,3,4,3,3,3
吳思瑤,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4
吳思瑤,3,3,3,4,3,3,2,2,3,3,3,3,4,3,3,3
吳思瑤,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
吳思瑤,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
吳思瑤,3,3,2,3,3,3,2,3,4,4,3,3,4,3,2,3
吳思瑤,4,4,4,3,5,4,4,4,4,4,5,5,4,5,5,4
吳思瑤,3,5,5,3,5,4,5,5,5,5,3,5,5,5,5,4
吳思瑤,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳思瑤,1,4,3,5,4,4,4,4,5,5,3,4,4,5,4,5
吳思瑤,3,3,2,3,3,4,3,3,5,3,1,1,3,3,3,4
吳思瑤,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5
吳思瑤,3,4,4,4,5,5,4,5,4,4,4,4,3,4,4,4
吳思瑤,2,4,4,3,3,4,4,5,5,5,2,4,4,4,4,4
吳思瑤,3,3,3,3,3,3,4,4,5,4,3,2,4,3,4,3
吳思瑤,3,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4
吳思瑤,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
吳思瑤,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4
吳思瑤,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
吳思瑤,5,4,2,4,2,4,2,4,5,4,2,4,3,4,2,3
吳思瑤,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
吳思瑤,3,4,4,4,4,3,3,4,4,3,3,4,3,4,3,4
吳思瑤,4,4,4,5,4,5,4,5,4,4,5,5,4,4,4,4
吳思瑤,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3
吳思瑤,2,4,3,5,4,2,3,4,4,4,3,3,4,4,4,3
吳思瑤,2,2,3,3,3,2,2,2,3,4,3,3,3,2,3,2
吳思瑤,4,4,3,3,4,3,4,4,3,4,4,4,3,3,3,4
吳思瑤,3,3,3,4,3,3,4,3,4,4,4,3,4,3,3,4
吳思瑤,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
吳思瑤,3,3,3,4,3,3,3,4,4,4,3,4,4,3,4,4
吳思瑤,4,4,4,3,5,5,5,4,5,5,4,4,4,4,4,4
吳思瑤,3,3,4,4,2,5,4,4,2,3,2,5,5,4,4,4
吳思瑤,4,4,3,4,4,4,4,4,4,4,4,4,5,3,5,5
吳思瑤,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4
吳思瑤,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳思瑤,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
吳思瑤,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
吳思瑤,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
吳思瑤,1,3,4,2,3,5,3,4,4,2,3,3,4,3,3,4
吳思瑤,3,3,5,4,5,4,4,3,5,5,2,4,5,3,3,4
吳思瑤,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4
吳思瑤,4,4,5,4,4,5,3,4,4,4,3,4,4,3,4,4
吳思瑤,4,4,3,3,3,3,4,4,3,4,3,3,4,4,3,3
吳思瑤,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4
吳思瑤,3,5,4,2,5,5,5,4,4,4,5,5,5,5,3,5
吳思瑤,4,4,5,3,4,5,4,5,4,4,4,4,4,5,4,5
吳思瑤,4,3,3,4,4,3,4,4,4,4,5,4,3,4,4,3
吳思瑤,4,5,5,2,4,5,5,5,3,4,3,3,4,5,5,4
吳焜裕,1,1,4,2,3,4,3,1,2,3,3,2,5,1,2,4
吳焜裕,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4
吳焜裕,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
吳焜裕,4,4,3,1,4,3,4,1,3,3,3,3,3,2,2,2
吳焜裕,2,3,4,1,4,4,5,4,4,4,4,4,3,5,4,4
吳焜裕,4,4,4,3,4,3,4,4,4,2,4,4,4,4,4,3
吳焜裕,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3
吳焜裕,3,4,4,2,3,2,2,2,4,4,3,5,4,4,3,3
吳焜裕,4,3,2,2,3,2,2,2,3,3,2,4,3,1,2,4
吳焜裕,2,2,2,3,4,3,4,3,4,4,4,4,4,3,3,3
吳焜裕,4,5,4,4,4,3,4,4,5,5,5,5,4,3,3,4
吳焜裕,4,4,4,2,4,2,4,4,4,4,4,4,4,3,4,4
吳焜裕,3,3,5,3,3,3,3,3,4,4,3,3,4,3,4,4
吳焜裕,3,2,2,3,4,2,3,3,5,5,3,3,3,1,1,1
吳焜裕,4,4,5,4,4,5,4,4,4,5,5,4,4,4,4,5
吳焜裕,4,4,3,3,3,4,5,4,4,4,4,3,4,3,3,4
吳焜裕,4,4,2,2,2,3,3,3,2,3,4,2,3,2,3,2
吳焜裕,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3
吳焜裕,2,2,4,5,3,2,1,3,5,5,3,4,4,2,2,3
吳焜裕,3,3,5,3,3,3,3,4,5,4,4,5,4,3,4,4
吳焜裕,3,2,3,3,3,3,3,3,4,3,4,4,4,4,4,4
吳焜裕,2,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4
吳焜裕,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4
吳焜裕,1,1,3,3,1,1,1,1,3,3,1,1,1,1,1,1
吳焜裕,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3
吳焜裕,3,3,3,3,3,1,2,2,4,4,2,2,3,2,2,3
吳焜裕,4,5,4,5,3,4,3,5,4,4,5,4,3,3,4,3
吳焜裕,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,4
吳焜裕,4,4,4,4,5,4,4,4,4,4,4,5,3,3,4,4
吳焜裕,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
吳焜裕,4,4,4,4,3,4,3,4,4,4,3,3,4,3,3,3
吳焜裕,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳焜裕,4,4,5,4,5,4,4,4,4,5,4,4,4,3,4,5
吳焜裕,3,4,4,2,3,4,4,4,3,3,3,3,3,3,3,3
吳焜裕,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5
吳焜裕,1,3,3,3,4,3,5,3,4,4,4,3,2,3,3,3
吳焜裕,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,3
吳焜裕,2,3,2,2,3,4,3,3,4,4,3,4,4,4,3,4
吳焜裕,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4
吳焜裕,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4
吳焜裕,4,4,5,4,4,4,5,3,5,4,3,4,4,4,4,5
吳焜裕,5,5,5,2,3,4,4,5,5,5,5,5,4,4,5,5
吳焜裕,1,4,4,4,4,4,5,5,4,4,4,5,3,4,4,4
吳焜裕,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
吳焜裕,3,5,4,2,2,4,3,4,5,4,5,5,4,3,3,3
吳焜裕,3,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4
吳琪銘,4,4,5,3,3,5,4,3,4,3,5,5,4,5,4,5
吳琪銘,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4
吳琪銘,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5
吳琪銘,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4
吳琪銘,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4
吳琪銘,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
吳琪銘,3,3,3,3,4,4,3,3,3,4,3,4,3,3,4,4
吳琪銘,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
吳琪銘,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4
吳琪銘,4,3,4,3,3,4,3,3,3,3,3,2,3,2,3,3
呂玉玲,4,3,5,3,2,4,3,4,4,4,3,4,2,3,3,4
呂玉玲,4,4,4,3,4,4,4,5,4,4,5,5,5,5,4,4
呂玉玲,4,3,4,2,4,4,4,4,4,4,4,4,4,3,4,4
呂玉玲,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4
呂玉玲,3,3,3,4,4,3,2,4,4,4,4,4,4,3,3,4
呂玉玲,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
呂玉玲,2,3,4,3,4,4,3,3,4,3,4,4,4,3,4,4
呂玉玲,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
呂玉玲,2,3,4,2,3,4,3,3,4,4,3,3,4,3,2,2
呂玉玲,2,3,3,4,4,3,3,4,4,4,4,5,3,3,3,3
呂玉玲,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
呂玉玲,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
呂玉玲,3,3,4,4,4,3,3,3,4,4,4,4,4,3,4,3
呂玉玲,1,3,2,2,3,3,4,4,5,5,4,4,4,4,3,4
呂玉玲,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
呂玉玲,2,2,3,3,3,2,3,3,4,4,3,3,3,1,2,2
呂玉玲,2,3,4,3,4,3,3,2,4,4,4,4,4,3,3,3
呂玉玲,5,4,5,3,3,4,4,4,4,4,3,4,4,4,4,4
呂玉玲,4,4,4,4,3,4,5,5,3,3,5,5,4,4,4,3
呂玉玲,3,4,4,4,4,3,5,5,5,5,5,5,4,4,4,5
呂玉玲,1,1,2,2,2,1,3,3,4,4,3,3,3,1,2,2
呂玉玲,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4
呂玉玲,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
呂玉玲,4,4,4,3,4,4,4,4,4,4,3,4,4,5,4,4
呂玉玲,1,3,3,4,3,4,4,5,3,3,3,3,5,3,5,5
呂玉玲,4,4,5,4,3,3,4,4,3,3,3,3,4,4,4,4
呂玉玲,3,4,4,3,4,3,3,3,4,4,4,4,3,3,3,4
呂玉玲,2,4,4,3,5,3,4,4,4,5,4,4,5,4,4,4
呂玉玲,2,3,4,2,3,3,2,3,5,5,4,4,2,2,3,4
呂玉玲,2,5,5,5,5,2,5,4,5,5,2,4,2,4,5,5
呂玉玲,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3
呂玉玲,2,3,4,4,3,3,3,4,4,4,3,3,3,3,4,4
呂玉玲,2,4,3,3,3,3,4,4,3,3,4,4,4,3,4,4
呂玉玲,2,4,3,2,4,4,4,4,5,2,2,3,3,3,4,5
呂玉玲,4,4,5,2,4,4,5,4,5,5,4,4,5,4,4,4
呂玉玲,1,2,4,2,2,1,3,2,4,4,3,4,1,2,2,3
呂玉玲,5,5,4,2,4,4,5,5,3,4,3,4,3,4,4,5
呂玉玲,5,2,4,4,4,3,4,3,5,4,3,4,4,3,4,4
呂玉玲,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5
呂玉玲,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
呂玉玲,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4
呂孫綾,4,3,4,3,4,3,3,3,4,4,3,3,3,2,3,3
呂孫綾,5,4,5,5,4,4,3,4,4,4,2,4,4,3,3,3
呂孫綾,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4
呂孫綾,5,4,5,5,3,3,3,3,4,4,3,5,4,3,4,3
呂孫綾,4,4,4,4,3,2,3,4,4,4,3,4,4,3,4,4
呂孫綾,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
呂孫綾,5,3,5,4,4,3,3,2,4,3,4,4,3,2,2,2
呂孫綾,5,4,5,4,5,4,5,5,4,3,3,5,5,5,4,5
呂孫綾,4,2,4,4,4,2,2,3,3,3,3,3,2,3,3,3
呂孫綾,4,4,4,2,4,4,4,3,4,4,4,4,4,3,4,4
呂孫綾,5,5,5,4,3,3,3,4,5,4,3,4,4,4,3,2
呂孫綾,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4
呂孫綾,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
呂孫綾,4,4,5,2,4,3,3,4,4,4,3,4,3,2,3,3
呂孫綾,5,4,5,5,3,3,3,3,4,4,4,5,4,3,3,4
呂孫綾,4,3,4,4,3,4,3,2,3,3,3,3,3,2,2,2
呂孫綾,4,4,4,2,3,3,3,4,5,5,3,4,4,3,4,4
呂孫綾,5,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4
呂孫綾,5,4,4,4,4,4,4,5,5,4,4,4,3,3,4,4
呂孫綾,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4
呂孫綾,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,2
呂孫綾,3,4,4,3,3,3,3,5,5,5,4,4,4,3,3,4
呂孫綾,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
呂孫綾,5,3,5,5,3,3,3,3,3,3,3,4,4,3,4,4
呂孫綾,3,3,4,4,4,4,5,5,4,3,4,3,4,4,4,5
呂孫綾,5,4,5,5,5,4,5,5,4,5,3,3,4,4,5,4
呂孫綾,2,3,5,3,2,3,2,3,3,4,3,3,2,2,4,5
呂孫綾,5,3,5,3,3,2,3,3,5,3,4,4,4,3,2,2
呂孫綾,4,5,4,5,4,4,5,5,4,4,3,4,4,5,5,5
呂孫綾,5,5,5,5,4,4,4,4,5,5,4,4,4,4,5,4
呂孫綾,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5
呂孫綾,5,3,4,4,4,4,4,3,3,3,3,3,4,3,4,4
呂孫綾,4,4,4,3,3,5,4,4,4,4,4,4,3,4,4,3
呂孫綾,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4,5
呂孫綾,4,4,4,3,5,4,4,4,4,4,3,4,4,4,4,4
呂孫綾,5,4,5,4,5,4,3,4,5,3,3,3,4,2,3,3
呂孫綾,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
呂孫綾,5,4,5,4,4,3,4,5,4,4,3,4,4,3,4,4
呂孫綾,4,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3
呂孫綾,2,2,4,2,1,1,3,4,3,3,4,3,3,2,4,4
呂孫綾,4,4,4,5,4,3,4,4,4,4,4,4,3,3,4,4
呂孫綾,5,5,5,3,4,4,5,5,5,5,4,4,5,4,5,5
呂孫綾,3,4,4,2,3,4,5,3,4,5,4,4,4,3,3,5
呂孫綾,3,4,4,2,3,4,5,3,4,5,4,4,4,3,3,5
呂孫綾,3,3,4,3,3,3,5,4,4,4,4,4,4,3,4,4
呂孫綾,4,3,5,3,3,3,2,4,4,3,4,4,4,3,3,3
呂孫綾,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4
呂孫綾,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5
呂孫綾,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5
李昆澤,5,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4
李昆澤,3,3,5,3,4,3,4,4,5,2,3,4,3,3,4,4
李昆澤,3,4,4,4,5,5,5,4,4,4,5,5,5,4,5,5
李昆澤,2,4,4,1,2,2,4,3,4,4,2,3,5,5,5,5
李昆澤,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4
李昆澤,2,4,5,4,1,4,5,5,3,4,3,4,5,3,5,5
李昆澤,4,5,3,3,4,4,4,5,3,4,3,2,3,2,4,3
李昆澤,4,4,5,2,5,4,4,4,5,4,3,4,5,3,4,4
李昆澤,4,3,3,2,2,2,3,3,3,4,2,2,3,2,2,2
