立委姓名,資料準備充分,質詢內容考證嚴謹,提出專業見解,熟悉質詢對象業務與權責,關注公眾利益,關注公平正義或弱勢權益,沒有為行政部門護航,不為強權財團發聲,質詢內容緊扣主題,就主題具體指出問題癥結點,就主題提出具體建議,有要求行政機關後續的改善保證,質詢時間掌握得宜,質詢內容無歧視或人身攻擊言行,質詢內容條理清楚、不矛盾,讓官員有適當的答詢空間
周春米,5,3,5,3,1,2,2,3,4,4,2,3,3,2,2,2
周春米,4,4,4,2,2,2,4,4,4,4,3,3,3,2,2,2
周春米,3,4,3,4,3,4,5,4,4,4,4,4,4,4,4,5
周春米,4,4,4,3,2,3,3,3,5,5,4,4,3,3,3,3
周春米,4,3,4,4,1,4,4,4,5,5,1,1,4,4,2,2
周春米,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
周春米,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
周春米,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
周春米,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
周春米,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4
周春米,4,4,3,3,3,4,4,5,5,4,5,5,4,4,4,5
周春米,3,4,5,5,4,3,4,4,4,4,4,4,4,3,3,3
周春米,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,4
周春米,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
周春米,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4
周春米,3,3,5,3,1,4,4,4,4,3,3,3,5,2,4,4
周春米,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
周春米,3,4,5,4,4,1,4,4,4,5,4,5,5,5,5,5
周春米,4,4,4,3,4,4,4,4,5,3,4,3,4,3,5,4
林德福,3,3,3,2,3,3,2,2,3,4,3,3,3,2,3,2
林德福,3,3,4,3,3,3,3,4,5,5,4,4,4,2,3,3
林德福,3,4,4,5,2,1,4,4,4,2,4,2,4,3,4,4
林德福,5,4,5,3,4,4,4,2,5,5,5,4,4,4,3,4
林德福,4,3,3,4,4,5,4,3,4,3,4,5,4,4,3,3
林德福,5,4,4,4,3,5,4,4,5,4,4,4,4,4,4,3
林德福,5,5,5,5,4,4,3,5,4,4,3,4,4,5,4,5
林德福,4,3,5,5,4,3,3,4,5,4,5,4,3,2,3,3
林德福,5,3,5,5,4,4,3,3,5,2,3,4,3,4,3,3
林德福,4,3,4,3,4,2,3,3,4,4,2,3,2,2,3,3
林德福,2,4,2,4,2,4,4,3,4,3,4,4,4,4,3,4
林德福,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
林德福,4,4,5,5,5,5,4,4,4,4,4,4,4,3,3,3
林德福,3,4,5,4,4,4,4,4,4,3,4,3,3,4,3,3
林德福,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
林德福,4,4,4,5,5,5,4,5,4,4,5,5,4,5,4,4
林靜儀,4,4,4,2,4,4,4,4,5,5,4,4,4,4,4,4
林靜儀,4,4,5,5,4,4,4,5,4,5,3,4,4,4,4,4
林靜儀,3,4,4,4,4,4,4,3,4,4,5,4,3,3,4,4
林靜儀,2,4,4,3,4,5,4,4,4,4,3,4,5,3,4,4
林靜儀,2,3,2,2,4,4,4,3,4,4,4,4,4,4,4,5
林靜儀,3,4,5,3,5,4,5,3,4,4,4,5,4,5,4,4
林靜儀,5,4,4,3,5,3,4,5,4,4,3,4,5,4,4,5
林靜儀,3,4,4,3,4,3,3,4,4,4,5,4,4,4,4,4
林靜儀,4,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5
林靜儀,2,3,2,2,4,3,3,3,2,2,2,2,4,2,3,2
林靜儀,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
林靜儀,5,4,4,3,3,2,4,2,3,2,2,3,5,3,4,4
林靜儀,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
林靜儀,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
林靜儀,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
林靜儀,3,4,4,3,3,4,4,4,5,4,4,4,3,3,4,4
林靜儀,4,4,4,4,5,5,4,3,5,4,3,5,4,4,4,5
林靜儀,5,5,5,5,5,4,4,3,5,5,5,5,5,3,5,4
林靜儀,4,4,5,4,4,3,4,2,4,4,4,4,4,4,4,4
林靜儀,5,5,4,4,5,5,5,5,4,4,4,4,4,5,5,5
林靜儀,4,5,5,3,3,3,4,3,5,5,4,4,4,3,4,3
林靜儀,4,4,5,4,5,5,3,4,4,4,5,5,4,4,5,5
林靜儀,3,4,5,3,4,3,5,5,5,5,5,5,4,4,5,5
林靜儀,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,4
林靜儀,5,4,5,4,4,4,3,4,4,4,4,4,5,4,4,4
林靜儀,3,5,5,2,5,4,5,4,5,5,5,5,4,5,5,5
林靜儀,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4
林靜儀,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4
林靜儀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
林靜儀,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
林靜儀,4,5,5,4,4,4,5,4,5,5,4,4,4,5,5,4
林靜儀,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
林靜儀,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
林靜儀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林麗蟬,4,4,4,3,4,3,3,3,3,3,3,3,3,3,4,4
林麗蟬,5,4,5,3,5,5,4,4,4,4,5,5,5,4,4,4
林麗蟬,5,4,3,4,4,4,5,4,4,3,3,4,4,4,4,4
林麗蟬,3,1,3,1,3,1,1,2,3,3,3,2,3,1,1,2
林麗蟬,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4
林麗蟬,5,3,5,5,4,5,5,5,5,5,3,5,5,4,4,4
林麗蟬,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3
林麗蟬,4,4,4,4,4,4,3,4,3,3,5,4,3,2,3,3
林麗蟬,4,2,4,2,2,1,2,3,4,2,2,2,3,2,2,3
林麗蟬,4,4,3,4,3,3,3,4,3,3,3,3,4,3,4,3
林麗蟬,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4
林麗蟬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林麗蟬,4,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4
林麗蟬,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,5
林麗蟬,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3
林麗蟬,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
林麗蟬,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4
林麗蟬,4,4,5,3,4,4,4,4,5,4,5,5,5,4,4,4
林麗蟬,3,3,5,4,4,4,4,5,5,5,5,5,4,4,5,3
林麗蟬,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3
林麗蟬,2,4,5,5,3,4,4,5,5,5,5,5,4,4,3,3
林麗蟬,4,3,4,3,4,4,3,4,4,4,3,3,3,2,3,2
林麗蟬,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3
林麗蟬,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3
林麗蟬,5,4,5,4,3,3,4,4,5,3,3,2,2,3,2,3
林麗蟬,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
林麗蟬,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3
林麗蟬,4,3,4,4,3,3,4,4,3,4,3,4,3,3,3,2
林麗蟬,2,3,2,3,2,2,4,1,3,3,4,5,4,3,4,3
林麗蟬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林麗蟬,4,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3
林麗蟬,4,5,5,2,4,5,4,5,5,5,5,5,5,5,5,5
林麗蟬,4,2,4,3,3,2,2,2,4,2,2,2,2,2,2,2
林麗蟬,3,3,4,3,3,3,3,3,4,2,3,3,3,2,2,3
林麗蟬,4,4,4,5,3,3,4,4,4,4,3,3,3,4,4,5
林麗蟬,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
林麗蟬,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2
林麗蟬,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
林麗蟬,3,4,4,3,4,4,4,4,4,4,5,4,5,3,3,5
林麗蟬,4,3,5,4,3,5,3,5,4,3,5,5,4,3,4,4
林麗蟬,5,3,3,3,3,2,3,4,4,4,3,4,3,2,3,4
林麗蟬,5,3,3,3,3,2,3,4,4,4,3,4,3,2,3,4
姚文智,4,4,3,4,3,3,4,4,3,3,3,3,3,4,3,4
姚文智,5,3,3,3,3,3,4,4,4,4,3,3,5,4,4,4
姚文智,5,4,4,5,5,5,4,4,5,5,4,4,4,4,4,5
姚文智,4,4,4,3,3,3,3,2,4,3,3,3,3,3,3,3
姚文智,2,2,3,2,2,3,2,3,4,4,4,4,2,3,3,3
姚文智,5,5,5,4,3,4,5,5,5,5,5,5,5,3,5,5
姚文智,4,5,4,3,3,3,5,5,5,5,4,4,4,4,5,5
姚文智,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4
姚文智,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4
姚文智,4,4,4,2,4,4,3,4,4,4,4,4,4,3,4,3
姚文智,3,4,4,4,2,2,3,4,4,4,3,3,3,1,2,2
姚文智,4,4,4,2,3,4,4,3,4,4,3,4,3,3,4,4
姚文智,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,4
姚文智,4,4,4,4,5,4,4,3,4,4,4,4,2,4,4,4
姚文智,2,2,4,1,2,1,4,1,4,4,4,4,3,2,3,3
姚文智,3,4,5,3,4,4,4,3,5,4,4,2,2,2,3,3
姚文智,3,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4
姚文智,5,3,4,3,3,3,3,3,3,3,3,5,5,3,3,3
姚文智,1,3,4,3,3,2,2,1,4,3,2,3,3,3,4,3
姚文智,3,4,3,3,4,2,4,4,5,5,4,3,5,3,4,3
姚文智,3,4,4,3,4,5,4,4,5,5,4,4,4,4,4,3
姚文智,3,3,4,1,3,3,2,1,3,3,3,4,3,2,2,3
姚文智,4,4,4,3,4,4,3,4,3,4,4,4,4,4,3,4
姚文智,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3
姚文智,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
姚文智,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
姚文智,4,4,5,4,3,3,3,4,3,4,3,3,4,3,4,4
姚文智,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
姚文智,5,5,5,4,5,4,4,4,5,5,4,4,5,5,5,5
姚文智,4,4,2,3,3,3,3,3,4,4,3,3,4,4,4,4
姚文智,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
姚文智,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4
姚文智,3,3,4,4,2,2,2,3,4,4,3,3,2,2,3,3
姚文智,2,2,3,2,4,2,2,2,5,5,2,2,2,3,2,3
姚文智,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,5
姚文智,4,5,5,3,4,5,4,3,5,4,4,4,4,5,4,4
姚文智,5,4,5,5,5,5,5,5,5,5,4,5,4,3,5,5
姚文智,4,5,5,5,4,4,4,5,5,5,5,5,5,3,4,4
姚文智,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4
姚文智,1,2,3,2,3,3,4,3,4,5,3,3,3,2,2,3
姚文智,3,3,3,3,4,5,5,4,4,4,3,3,3,4,3,4
姚文智,3,3,5,2,3,3,3,4,5,5,5,5,4,2,3,3
姚文智,2,3,4,2,4,2,2,1,5,5,3,3,3,3,3,2
姚文智,4,3,4,4,3,3,4,4,4,4,3,3,3,4,4,3
姚文智,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
姚文智,3,4,4,4,4,5,3,3,5,4,4,4,3,3,3,3
姚文智,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5
姚文智,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4
姚文智,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3
姚文智,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,3
姚文智,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4
姚文智,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4
姚文智,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
姚文智,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4
姚文智,5,4,3,2,4,2,4,4,2,5,3,3,2,4,2,3
姚文智,4,4,4,4,5,5,5,5,5,5,3,4,5,5,4,3
姚文智,5,5,5,4,4,4,3,3,5,5,4,4,5,4,4,5
姚文智,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4
姚文智,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
姚文智,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
姚文智,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
姚文智,5,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3
姚文智,2,4,3,3,3,3,4,3,4,4,4,5,4,4,4,4
姚文智,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
姚文智,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4
姚文智,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
姚文智,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
姚文智,4,3,4,3,4,4,4,4,4,4,5,4,4,4,4,4
姚文智,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
姚文智,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3
姚文智,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,4,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5
柯志恩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
柯志恩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
柯志恩,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4
柯志恩,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
柯志恩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,4,4,5,5,3,4,3,5,4,5,3,3,4,3,4,4
柯志恩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
柯志恩,5,5,5,3,4,3,4,5,4,5,4,5,5,5,4,5
柯志恩,5,5,5,4,3,3,3,4,5,5,4,3,5,4,4,4
柯志恩,3,3,3,3,4,3,4,3,1,4,1,1,3,3,3,4
柯志恩,4,5,3,4,4,4,4,3,3,4,3,3,5,5,4,5
柯志恩,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
柯志恩,3,4,4,3,4,4,5,4,4,4,3,5,4,5,4,4
柯志恩,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,4
柯志恩,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4
柯志恩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,4,4,2,4,3,3,3,3,3,3,3,3,4,4,4,3
柯志恩,4,4,2,4,3,3,3,3,3,3,3,3,4,4,4,3
柯志恩,3,3,2,3,4,4,4,3,3,4,3,3,2,3,4,3
柯志恩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
柯志恩,3,4,4,4,3,4,5,4,4,4,5,4,5,4,4,4
柯志恩,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4
柯志恩,3,5,3,5,4,4,4,2,3,3,2,2,4,3,1,3
柯志恩,3,3,4,3,3,3,4,4,3,4,3,3,4,4,4,3
柯志恩,4,4,5,4,4,3,4,4,3,4,4,4,3,4,4,4
柯志恩,4,4,4,4,3,3,3,3,4,4,3,3,3,4,3,4
柯志恩,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4
柯志恩,3,3,3,2,5,5,4,4,4,4,3,3,4,4,4,4
柯志恩,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4
柯志恩,3,4,3,3,3,3,5,4,5,5,5,5,4,4,3,3
柯志恩,4,3,4,4,2,3,4,4,3,3,4,3,4,3,4,4
柯志恩,3,4,3,2,4,4,4,4,3,4,3,4,3,4,4,4
柯志恩,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
柯志恩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
柯志恩,4,3,4,4,4,4,4,5,4,4,3,4,3,4,4,4
柯志恩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
柯志恩,4,5,5,4,5,5,4,4,4,4,3,3,4,4,3,4
柯志恩,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯志恩,4,5,5,4,5,4,4,4,2,4,3,4,5,4,5,5
柯志恩,4,4,4,4,4,2,3,3,3,4,3,4,3,2,3,4
柯志恩,4,5,5,4,5,3,5,5,3,3,3,4,5,4,5,5
柯建銘,2,3,5,1,3,4,4,5,5,5,4,3,5,3,3,3
柯建銘,2,4,4,2,4,3,3,3,4,4,4,4,4,3,4,3
柯建銘,4,4,3,4,3,4,4,4,3,4,4,3,4,4,3,4
柯建銘,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
柯建銘,3,3,4,2,4,4,3,3,4,4,3,3,3,3,3,4
柯建銘,1,2,3,2,3,2,2,4,4,3,3,2,3,2,3,3
柯建銘,2,4,3,4,3,2,3,3,4,4,3,3,3,5,4,4
柯建銘,4,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3
柯建銘,4,4,5,5,3,3,3,4,5,5,3,3,4,3,4,3
柯建銘,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
柯建銘,3,2,4,2,3,3,3,3,3,3,2,3,3,3,3,3
柯建銘,2,2,4,2,3,3,4,2,4,3,4,4,3,2,3,4
柯建銘,1,5,5,3,3,3,1,2,5,4,3,5,1,3,1,3
柯建銘,2,5,4,3,3,2,5,5,5,5,5,5,5,2,4,4
柯建銘,4,3,4,3,3,2,3,4,4,4,3,4,4,3,2,3
柯建銘,3,2,4,3,3,2,2,2,4,3,3,3,4,3,3,3
柯建銘,3,5,5,3,3,4,3,3,5,5,4,3,5,4,4,3
柯建銘,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5
柯建銘,3,4,4,4,4,4,5,4,3,4,4,3,4,4,3,4
柯建銘,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
柯建銘,3,3,3,2,2,1,3,3,4,4,4,4,3,2,3,3
柯建銘,4,3,4,3,4,4,4,4,4,3,3,4,3,4,3,4
段宜康,1,2,3,4,4,3,2,2,5,5,4,4,3,2,3,4
段宜康,4,4,5,3,3,4,4,4,5,5,4,4,5,4,5,5
段宜康,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
段宜康,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4
段宜康,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
段宜康,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
段宜康,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
段宜康,3,4,3,2,4,4,4,5,4,4,4,4,5,4,5,5
段宜康,2,4,3,2,2,2,3,3,5,5,5,4,3,3,3,4
段宜康,2,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4
段宜康,3,4,3,2,3,4,4,4,5,5,4,4,5,4,4,4
段宜康,3,5,3,4,3,3,5,5,5,5,4,4,4,4,4,4
段宜康,2,5,4,2,3,3,4,5,4,5,4,4,4,4,5,4
段宜康,3,4,4,2,4,4,4,4,5,4,5,5,4,4,5,5
段宜康,2,2,4,4,4,2,3,3,4,4,3,4,3,2,3,3
段宜康,2,3,2,2,3,4,4,3,3,3,3,3,4,4,4,4
段宜康,2,4,3,3,4,3,5,5,5,4,1,2,5,3,5,4
段宜康,2,3,2,2,3,3,4,5,5,5,5,5,5,4,4,5
段宜康,2,3,4,2,3,3,4,4,3,3,3,3,3,3,3,3
段宜康,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
段宜康,2,2,2,2,4,2,3,3,4,4,3,3,3,2,3,3
段宜康,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4
段宜康,4,4,4,2,4,4,4,4,4,4,3,3,4,4,4,4
段宜康,3,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4
段宜康,2,5,4,1,4,5,5,5,5,5,5,5,5,5,5,5
段宜康,1,2,2,1,3,2,2,3,4,3,4,4,3,2,4,4
段宜康,3,4,5,4,5,3,5,5,4,4,3,4,5,4,4,5
段宜康,2,2,3,2,3,3,2,2,3,3,3,3,4,2,4,4
段宜康,3,3,3,2,4,4,4,4,4,4,4,4,3,3,5,4
段宜康,1,4,5,4,4,4,5,4,4,4,4,3,4,4,4,4
段宜康,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,3
段宜康,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
段宜康,2,4,3,2,4,4,4,4,5,4,4,4,4,4,5,4
段宜康,2,3,2,3,3,3,4,4,4,4,3,3,4,4,4,4
段宜康,4,4,2,1,4,2,2,4,3,5,4,4,4,3,5,5
段宜康,3,4,3,3,5,4,4,5,4,5,3,4,4,4,4,4
洪宗熠,5,5,5,4,3,2,5,5,5,5,5,5,4,5,5,5
洪宗熠,4,3,4,4,4,2,3,3,5,5,4,5,4,2,3,3
洪宗熠,4,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3
洪宗熠,4,4,4,4,3,3,5,4,4,3,4,4,4,4,2,4
洪宗熠,3,2,3,2,4,3,4,3,3,4,3,4,3,3,3,2
洪宗熠,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2
洪宗熠,3,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4
洪宗熠,2,3,3,4,2,3,2,2,4,4,4,4,2,2,3,3
洪宗熠,5,4,5,4,4,3,4,4,4,4,3,3,3,4,3,3
洪宗熠,5,4,4,5,5,4,5,5,4,4,4,5,4,3,4,4
洪宗熠,4,4,4,4,3,3,4,5,3,3,4,4,4,4,4,4
洪宗熠,5,4,5,5,3,3,4,5,5,5,5,4,3,4,5,4
洪宗熠,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5
洪宗熠,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4
洪宗熠,3,4,4,4,4,4,3,3,5,4,4,3,4,3,4,4
洪宗熠,4,4,4,3,3,4,3,5,4,4,5,4,4,4,4,4
洪宗熠,5,5,5,5,4,4,5,5,5,5,3,4,4,5,5,5
洪宗熠,3,4,4,3,4,3,4,3,4,4,4,4,3,3,4,4
洪宗熠,5,4,5,4,4,4,4,3,4,2,4,5,3,3,3,3
洪宗熠,5,3,5,3,3,3,3,4,3,3,4,4,4,3,3,3
洪宗熠,3,2,4,2,3,2,3,2,4,3,3,3,3,1,2,2
洪宗熠,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4
洪宗熠,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
洪宗熠,4,3,4,4,3,3,3,4,3,4,3,4,4,3,3,4
洪宗熠,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
洪宗熠,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
洪宗熠,4,4,5,5,4,5,4,4,4,5,4,4,4,3,4,4
洪宗熠,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
洪宗熠,5,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4
洪宗熠,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3
洪宗熠,5,4,5,4,4,4,4,4,5,5,5,5,5,3,4,4
洪宗熠,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
洪宗熠,2,4,5,4,4,2,3,4,5,5,5,5,4,2,4,4
洪宗熠,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4
洪宗熠,2,3,5,2,3,1,1,1,5,3,4,3,4,2,3,3
洪宗熠,4,4,4,4,4,3,3,4,3,4,4,3,3,3,3,4
洪宗熠,5,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4
洪宗熠,2,2,3,3,3,2,2,2,5,5,4,4,2,2,2,2
洪宗熠,3,4,4,4,3,3,4,4,4,3,4,3,4,3,3,4
洪宗熠,4,4,5,4,4,4,4,4,5,5,3,4,4,4,4,3
洪宗熠,4,4,5,4,4,4,4,4,4,4,5,5,3,3,3,3
洪宗熠,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
洪宗熠,3,3,3,3,2,2,3,3,4,3,3,3,3,2,2,3
洪宗熠,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5
洪宗熠,4,3,5,4,5,5,4,4,3,4,5,5,2,2,4,3
洪宗熠,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
洪宗熠,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4
洪宗熠,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4
洪宗熠,4,4,5,4,3,2,2,4,5,5,3,3,3,2,3,3
洪宗熠,4,4,3,3,4,3,3,4,4,3,4,4,3,2,3,3
洪宗熠,5,4,5,4,4,4,4,4,4,4,3,3,5,3,4,4
洪宗熠,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
洪宗熠,5,3,4,4,3,3,3,4,4,4,5,3,5,3,4,4
洪宗熠,2,4,3,2,3,4,2,4,3,1,3,2,3,4,3,4
洪宗熠,2,4,3,2,3,4,2,4,3,1,3,2,3,4,3,4
洪宗熠,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
洪宗熠,5,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4
洪宗熠,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
洪宗熠,5,4,4,4,4,2,4,3,4,4,3,4,4,3,4,4
洪宗熠,3,4,3,4,3,4,3,3,4,4,4,3,3,3,4,3
洪宗熠,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3
洪宗熠,3,4,4,4,4,3,5,5,5,5,3,4,4,3,3,4
洪宗熠,4,4,3,2,2,3,3,4,4,3,3,4,3,3,3,3
洪宗熠,5,5,5,4,5,4,4,4,4,5,4,4,4,4,4,3
洪宗熠,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
洪宗熠,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
洪宗熠,4,3,4,4,3,4,3,3,3,3,3,2,3,4,3,3
洪宗熠,3,2,3,3,3,2,2,2,4,4,3,3,3,3,5,5
洪宗熠,4,4,5,3,4,4,4,4,3,3,4,4,3,3,3,3
洪宗熠,3,2,3,3,3,3,3,3,5,3,3,3,3,2,3,2
洪宗熠,4,3,3,2,1,3,4,4,4,3,4,3,3,3,3,3
洪宗熠,4,5,4,4,4,4,3,4,4,4,4,5,4,4,3,4
洪宗熠,4,5,5,5,4,4,5,5,5,4,5,4,4,4,5,4
洪宗熠,4,2,4,3,2,1,5,4,2,5,5,4,2,3,5,4
洪宗熠,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4
洪慈庸,4,4,4,4,4,3,3,4,4,4,2,3,3,3,4,4
洪慈庸,4,4,4,3,3,3,3,4,3,4,4,4,3,4,4,4
洪慈庸,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4
洪慈庸,4,3,5,4,5,4,4,4,4,4,4,5,5,4,4,4
